Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
B6,3/15/2023,56,N198JB,MCO,16:51,17:02,164,182,11,16:57,5,0,0,0,0,0
B6,3/15/2023,116,N375JB,JFK,14:43,14:42,73,73,-1,14:38,4,0,0,0,0,0
B6,3/16/2023,16,N348JB,JFK,22:38,22:30,78,78,-8,22:26,4,0,0,0,0,0
B6,3/16/2023,56,N190JB,MCO,16:51,16:52,164,171,1,16:48,4,0,0,0,0,0
B6,3/16/2023,116,N267JB,JFK,14:43,14:42,73,73,-1,14:39,3,0,0,0,0,0
B6,3/17/2023,16,N368JB,JFK,22:38,22:36,78,80,-2,22:32,4,0,0,0,0,0
B6,3/17/2023,56,N197JB,MCO,16:51,19:37,164,156,166,19:33,4,150,0,0,0,16
B6,3/17/2023,116,N982JB,JFK,14:43,14:44,73,83,1,14:34,10,0,0,0,0,0
B6,3/18/2023,16,N239JB,JFK,22:38,22:46,78,90,8,22:42,4,0,0,0,0,0
B6,3/18/2023,56,N193JB,MCO,16:51,16:40,164,155,-11,16:36,4,0,0,0,0,0
B6,3/18/2023,116,N265JB,JFK,14:43,14:39,73,67,-4,14:36,3,0,0,0,0,0
B6,3/19/2023,16,N284JB,JFK,22:38,22:37,78,63,-1,22:34,3,0,0,0,0,0
B6,3/19/2023,56,N304JB,MCO,16:51,16:46,164,158,-5,16:42,4,0,0,0,0,0
B6,3/19/2023,116,N258JB,JFK,14:43,14:28,73,67,-15,14:25,3,0,0,0,0,0
B6,3/20/2023,16,N197JB,JFK,22:38,22:34,78,63,-4,22:30,4,0,0,0,0,0
B6,3/20/2023,56,N306JB,MCO,16:51,16:49,164,154,-2,16:46,3,0,0,0,0,0
B6,3/20/2023,116,N179JB,JFK,14:43,14:42,73,78,-1,14:36,6,0,0,0,0,0
B6,3/21/2023,16,N265JB,JFK,22:38,22:29,78,64,-9,22:25,4,0,0,0,0,0
B6,3/21/2023,56,N229JB,MCO,16:51,16:38,164,159,-13,16:35,3,0,0,0,0,0
B6,3/21/2023,116,N231JB,JFK,14:43,14:55,73,67,12,14:52,3,0,0,0,0,0
B6,3/22/2023,16,N307JB,JFK,22:38,22:55,78,105,17,22:52,3,0,0,17,0,0
B6,3/22/2023,56,N258JB,MCO,16:51,16:56,164,174,5,16:52,4,0,0,0,0,0
B6,3/22/2023,116,N348JB,JFK,14:43,14:48,73,75,5,14:43,5,0,0,0,0,0
